id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
12634,0.001721,udp,-,CON,4,4,536,304,4067.402792,31,29,1868681.0,1059849.0,0,0,0.445333,0.216667,0.623433,0.30076,0,0,0,0,0.0,0.0,0.0,134,76,0,0,4,0,7,1,1,3,0,0,0,4,9,0,Normal,0
118845,0.295378,tcp,-,FIN,22,8,20964,354,98.179282,254,252,542003.8125,8396.021484,8,1,13.330667,33.771,1072.16108,63.188059,255,2914001345,3494127494,255,0.110125,0.058965,0.05116,953,44,0,0,3,1,1,1,1,1,0,0,0,18,1,0,DoS,1
81343,1.281219,tcp,http,FIN,10,10,814,4216,14.829627,62,252,4576.891113,23696.18359,2,3,142.357667,133.498778,8195.23186,10703.67975,255,1363437743,3682765335,255,0.163493,0.078978,0.084515,81,422,1,1658,1,1,2,1,1,1,0,0,1,2,1,0,Exploits,1
44655,0.227764,tcp,-,FIN,10,6,534,268,65.857643,254,252,16894.68164,7867.792969,2,1,22.054778,38.775398,1159.036911,54.850969,255,563087363,3134541778,255,0.080349,0.03388,0.046469,53,45,0,0,10,1,3,3,1,10,0,0,0,3,10,0,Normal,0
164647,0.755426,tcp,http,FIN,10,6,862,268,19.856346,254,252,8217.879883,2372.171387,2,1,83.843,133.759203,4770.390222,236.562828,255,1931626147,3937346284,255,0.166695,0.086623,0.080072,86,45,1,0,1,1,1,1,1,1,0,0,1,17,1,0,DoS,1
121376,1.886326,tcp,smtp,FIN,246,52,301541,3212,157.448928,62,252,1273654.75,13363.54395,120,8,7.69929,36.621059,812.087143,44.448852,255,966415340,3247827097,255,0.063708,0.017971,0.045737,1226,62,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits,1
71628,4e-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,13,2,5,5,1,13,0,0,0,5,13,0,Fuzzers,1
169753,7e-06,irtp,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,2,3,0,Exploits,1
28666,0.083126,tcp,-,FIN,22,24,2054,2478,541.346864,31,29,188725.5469,228568.6719,6,6,3.94219,3.589,387.589833,370.712767,255,1927366395,1927639011,255,0.000696,0.000574,0.000122,93,103,0,0,3,0,2,1,1,1,0,0,0,1,4,0,Normal,0
122478,1.513449,tcp,smtp,FIN,40,22,32398,1838,40.305291,62,252,166977.5469,9276.824219,17,8,38.806383,68.492383,2667.092044,83.45407,255,3054764925,1129032293,255,0.134157,0.074461,0.059696,810,84,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
79338,1.06936,tcp,-,FIN,12,10,1058,834,19.637914,254,252,7256.676758,5618.313477,3,2,94.971729,110.069,5838.008125,179.677437,255,782466687,1773613715,255,0.143359,0.078736,0.064623,88,83,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
34979,0.001688,udp,-,CON,4,4,520,304,4146.919314,31,29,1848341.125,1080568.75,0,0,0.442,0.210667,0.619426,0.29228,0,0,0,0,0.0,0.0,0.0,130,76,0,0,11,0,5,1,1,7,0,0,0,5,13,0,Normal,0
163547,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,24,24,12,34,0,0,0,24,34,0,Generic,1
18957,0.001056,udp,dns,CON,2,2,132,164,2840.909069,31,29,500000.0,621212.125,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,0,2,1,1,1,0,0,0,3,2,0,Normal,0
57039,1e-06,vmtp,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,DoS,1
119993,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,31,31,14,31,0,0,0,31,31,0,Generic,1
90082,3.055214,tcp,smtp,FIN,340,68,426724,3720,133.214894,62,252,1114079.75,9599.328125,167,8,9.039095,45.452297,1092.360951,57.551484,255,3754076124,1087108880,255,0.056521,0.009155,0.047366,1255,55,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
86280,9e-06,any,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,3,2,2,13,0,0,0,3,9,0,Exploits,1
124146,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,42,2,30,30,15,42,0,0,0,30,42,0,Generic,1
16500,0.001026,udp,dns,CON,2,2,130,162,2923.976572,31,29,506822.5938,631578.9375,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,1,1,1,2,0,0,0,7,2,0,Normal,0
43467,9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,4,1,1,3,0,0,0,1,16,0,Normal,0
52856,2.494052,tcp,-,FIN,12,10,1106,838,8.420033,254,252,3252.538574,2421.761963,3,2,221.883639,266.810219,15036.21041,562.928,255,2140919817,293526054,255,0.195086,0.092757,0.102329,92,84,0,0,3,1,1,1,1,2,0,0,0,3,2,0,Fuzzers,1
151502,0.360369,tcp,http,FIN,10,10,778,4074,52.723736,62,252,15561.82715,81405.44531,2,3,40.041,36.996222,1915.839284,2470.559291,255,1091212451,2084355432,255,0.096385,0.026678,0.069707,78,407,1,1602,1,1,16,1,1,1,0,0,1,1,1,0,Generic,1
52809,0.882004,tcp,-,FIN,12,8,1036,764,21.541852,254,252,8616.741211,6067.999512,3,2,80.118364,114.016141,4168.584147,159.652719,255,564294611,2209243493,255,0.166484,0.083884,0.0826,86,96,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
75779,1e-05,cpnx,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0,Exploits,1
60688,0.163239,sctp,-,CON,4,2,536,440,30.629935,254,60,19701.17383,10781.73731,0,0,54.413,0.002,76.941703,0.0,0,0,0,0,0.0,0.0,0.0,134,220,0,0,1,0,2,1,1,1,0,0,0,1,1,0,Exploits,1
43942,0.776058,tcp,-,FIN,10,6,656,268,19.328452,254,252,6092.328125,2309.105713,2,1,77.816889,127.977,3820.893158,160.791984,255,1808094695,991193107,255,0.200064,0.136172,0.063892,66,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Normal,0
88426,0.466139,ospf,-,INT,20,0,1040,0,40.760375,254,0,16956.31641,0.0,0,0,24.533631,0.0,28.348688,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
159674,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
66860,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,2,2,2,2,1,3,0,0,0,2,2,0,Normal,0
160030,1.321989,tcp,-,FIN,10,6,1550,268,11.346539,254,252,8441.825195,1355.533203,2,1,146.779111,252.438594,10374.33689,469.838375,255,1812082781,2300660733,255,0.133749,0.059788,0.073961,155,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
7704,0.051921,tcp,-,FIN,90,92,5174,83812,3486.065446,31,29,788428.5625,12773406.0,7,39,0.586477,0.570222,32.92516,32.592616,255,3630240770,1480975730,255,0.000739,0.000593,0.000146,57,911,0,0,7,0,2,1,1,2,0,0,0,2,4,0,Normal,0
145164,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,10,10,10,27,0,0,0,10,27,0,Generic,1
30000,1.010866,tcp,-,FIN,122,126,7820,15736,244.344937,31,29,61381.03125,123553.4609,30,32,8.351438,8.148089,503.287312,501.260949,255,2490512843,349147473,255,0.000632,0.000499,0.000133,64,125,0,0,12,0,1,1,1,2,0,0,0,1,2,0,Normal,0
16040,0.001012,udp,dns,CON,2,2,146,178,2964.426812,31,29,577075.0625,703557.3125,0,0,0.005,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,2,1,3,0,0,0,4,1,0,Normal,0
101270,0.054287,udp,dns,CON,2,2,120,798,55.261848,62,252,8841.895508,58798.60547,0,0,0.009,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,399,0,0,3,3,3,3,3,3,0,0,0,3,42,0,Exploits,1
63920,2.582825,tcp,-,FIN,16,14,922,728,11.228016,254,252,2679.237061,2093.831299,5,3,170.561469,190.620078,10470.35585,287.055656,255,4252281064,2316650356,255,0.161434,0.104754,0.05668,58,52,0,0,2,1,2,1,1,1,0,0,0,1,3,0,Fuzzers,1
153084,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,17,16,16,26,0,0,0,17,26,0,Generic,1
149993,0.376434,tcp,http,FIN,10,6,984,268,39.847623,254,252,18829.33008,4760.462891,2,1,39.173,61.816801,2050.44012,89.260781,255,2589852099,2582654028,255,0.121489,0.067348,0.054141,98,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
151541,0.531132,tcp,-,FIN,10,6,534,268,28.241568,254,252,7244.903809,3373.926025,2,1,58.920444,80.042203,2978.558328,127.985352,255,3145462027,2862362025,255,0.200355,0.130919,0.069436,53,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
24140,0.004806,tcp,-,FIN,18,18,3960,2456,7282.563753,31,29,6225551.5,3861839.5,7,7,0.264529,0.25,13.105747,0.326325,255,2739455747,597318784,255,0.00068,0.000552,0.000128,220,136,0,0,2,0,2,1,1,3,0,0,0,2,6,0,Normal,0
155683,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,34,0,0,0,16,33,0,Generic,1
57007,7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Fuzzers,1
127096,1e-06,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
58128,0.779146,tcp,pop3,FIN,24,46,1144,38084,88.558497,62,252,11263.61426,382541.9063,7,21,33.875912,17.083511,1729.178799,1252.439932,255,312298458,1954977972,255,0.051868,0.005679,0.046189,48,828,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
76191,1e-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,22,7,0,Exploits,1
119476,6e-06,udp,-,INT,2,0,614,0,166666.6608,254,0,409333312.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,307,0,0,0,3,2,2,2,1,3,0,0,0,20,3,0,Fuzzers,1
133274,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,8,8,8,31,0,0,0,8,31,0,Generic,1
157980,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,14,13,13,13,0,0,0,13,13,0,Generic,1
118533,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,16,16,16,31,0,0,0,18,31,0,Generic,1
93059,9e-06,fc,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,5,4,4,17,0,0,0,6,14,0,DoS,1
98521,59.760056,ospf,-,INT,180,0,48960,0,2.995312,254,0,6517.79834,0.0,0,0,333.854969,0.0,403.300313,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,2,1,1,4,0,0,0,24,1,0,Analysis,1
101706,1.744254,tcp,pop3,FIN,40,162,1822,193911,115.235511,62,252,8150.188965,883885.0625,7,79,44.724463,10.488099,2132.726614,1038.90876,255,2886943804,53907407,255,0.088555,0.05506,0.033495,46,1197,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Exploits,1
105798,0.268112,tcp,http,FIN,10,8,850,1860,63.406337,62,252,22826.28125,48576.71484,2,2,29.790222,33.186715,1570.843513,56.811434,255,1272957603,1142621852,255,0.076419,0.02488,0.051539,85,233,1,504,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
136653,2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,18,17,17,26,0,0,0,17,26,0,Generic,1
80559,1.18546,tcp,smtp,FIN,42,22,31189,1922,53.143929,62,252,205469.6094,12383.37891,17,8,28.913659,55.296617,2058.191605,79.397969,255,1825403596,1292615408,255,0.061956,0.011824,0.050132,743,87,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
169194,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,8,8,8,27,0,0,0,8,27,0,Generic,1
138746,0.813364,tcp,smtp,FIN,20,20,2276,1772,47.94901,62,252,21274.60742,16563.30859,7,8,42.808633,41.846633,2091.64367,49.796914,255,2700197163,852977757,255,0.054178,0.00859,0.045588,114,89,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
64159,0.84033,tcp,http,FIN,10,14,880,9528,27.3702,62,252,7539.89502,84233.57813,2,4,93.37,59.661925,5354.646413,5330.620386,255,749640279,2733606973,255,0.113626,0.064436,0.04919,88,681,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
38018,0.05233,tcp,-,FIN,40,42,2542,23508,1547.869336,31,29,378979.5625,3508351.0,7,14,1.33141,1.263976,77.967087,76.536181,255,1466618432,3663733288,255,0.000639,0.000503,0.000136,64,560,0,0,8,0,1,1,1,1,0,0,0,5,3,0,Normal,0
273,0.001627,udp,-,CON,4,4,520,304,4302.396921,31,29,1917639.75,1121081.75,0,0,0.427,0.185,0.598212,0.253854,0,0,0,0,0.0,0.0,0.0,130,76,0,0,8,0,2,1,1,3,0,0,0,2,8,0,Normal,0
143896,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,1,2,2,1,1,1,0,0,0,2,3,0,Fuzzers,1
51086,2.897373,tcp,-,FIN,18,24,1000,11954,14.15075,62,252,2609.260254,31631.41211,6,10,170.433706,118.607698,9140.514152,7746.897273,255,1280099661,19774783,255,0.278821,0.134133,0.144688,56,498,0,0,4,1,2,1,1,2,0,0,0,2,3,0,Exploits,1
89685,3e-06,tcp,-,REQ,2,0,90,0,333333.3215,254,0,119999992.0,0.0,1,0,0.003,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,2,1,1,12,0,0,0,2,12,0,Normal,0
117343,0.202801,tcp,http,FIN,10,6,742,268,73.964131,254,252,26350.95508,8836.248047,2,1,22.533444,34.643199,1135.926024,66.46982,255,3345225339,1933420668,255,0.065991,0.016517,0.049474,74,45,1,0,1,1,1,1,1,1,0,0,1,35,1,0,Reconnaissance,1
99152,9e-06,udp,-,INT,2,0,304,0,111111.1072,254,0,135111104.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,152,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
174045,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,17,17,17,24,0,0,0,18,24,0,Generic,1
124969,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,5,5,5,29,0,0,0,6,29,0,Generic,1
140950,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,29,29,14,29,0,0,0,29,29,0,Generic,1
163088,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,20,18,0,Generic,1
85155,1e-05,udp,snmp,INT,2,0,136,0,100000.0025,254,0,54400000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,68,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
173958,1.027015,tcp,-,FIN,10,6,534,268,14.605435,254,252,3746.780762,1744.862549,2,1,111.384333,192.191,7139.68182,329.27775,255,2987919486,824044978,255,0.135963,0.066052,0.069911,53,45,0,0,5,1,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
99296,1.084797,tcp,http,FIN,10,10,816,1142,17.514797,62,252,5420.368652,7581.141602,2,2,120.403333,110.107,6643.247942,192.994703,255,3379332469,2468897881,255,0.164063,0.093825,0.070238,82,114,1,126,2,1,2,2,2,2,0,0,4,2,2,0,Exploits,1
162424,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,13,12,12,13,0,0,0,12,12,0,Generic,1
150718,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,36,36,24,38,0,0,0,36,38,0,Generic,1
101296,0.438413,tcp,-,FIN,12,12,800,1944,52.461949,62,252,13393.76367,32517.28516,3,4,39.855727,39.186453,1948.580399,46.375355,255,4037359297,3704046736,255,0.053668,0.006806,0.046862,67,162,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
108108,2.110187,tcp,ftp,FIN,12,12,632,682,10.899508,254,252,2198.857178,2373.249268,3,4,191.826543,182.123094,13780.49041,383.413187,255,878065427,1940488619,255,0.1607,0.106829,0.053871,53,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
85609,0.649328,tcp,-,FIN,14,8,8372,412,32.341128,254,252,95779.02344,4447.675293,4,2,49.948308,80.565859,3686.399171,161.632703,255,3088842311,3505506412,255,0.025816,0.011417,0.014399,598,52,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
174802,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,33,33,17,36,0,0,0,34,36,0,Generic,1
42435,0.51586,tcp,-,FIN,10,8,1612,354,32.954676,254,252,22502.22852,4807.505859,2,1,52.873889,68.88543,3554.033526,122.76157,255,3641881290,1076245632,255,0.091259,0.033653,0.057606,161,44,0,0,8,1,2,2,1,7,0,0,0,2,7,0,Normal,0
38958,0.018994,tcp,-,FIN,52,54,3182,39076,5528.061549,31,29,1314520.375,16153733.0,7,20,0.37078,0.353212,21.098665,20.319797,255,2522067573,2522384182,255,0.000766,0.000618,0.000148,61,724,0,0,10,0,4,1,1,1,0,0,0,4,4,0,Normal,0
143,1.1e-05,udp,-,INT,2,0,942,0,90909.0902,254,0,342545440.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,471,0,0,0,63,2,8,8,1,63,0,0,0,8,62,0,Normal,0
9556,0.004772,tcp,-,FIN,18,18,3744,2456,7334.450941,31,29,5927913.0,3889354.5,7,7,0.260529,0.248471,12.960206,0.337694,255,1317871,4504444,255,0.000708,0.000544,0.000164,208,136,0,0,6,0,7,1,1,3,0,0,0,5,17,0,Normal,0
66206,0.84498,tcp,-,FIN,14,12,794,678,29.586499,254,252,6987.147461,5888.896973,4,4,64.998459,68.158273,3201.23683,109.246555,255,596059507,51587266,255,0.112178,0.077055,0.035123,57,57,0,0,4,1,1,1,1,3,0,0,0,1,4,0,Normal,0
109113,3e-06,cftp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,4,4,0,Backdoor,1
174632,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,16,16,16,19,0,0,0,16,19,0,Generic,1
14054,0.00111,udp,dns,CON,2,2,146,178,2702.702815,31,29,526126.125,641441.4375,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,3,1,1,2,0,0,0,4,2,0,Normal,0
